6.4851e+05,6.8213e+06
6.4852e+05,6.8213e+06
6.4852e+05,6.8213e+06
6.4853e+05,6.8213e+06
6.4853e+05,6.8213e+06
6.4854e+05,6.8213e+06
6.4849e+05,6.8213e+06
6.4849e+05,6.8213e+06
6.4849e+05,6.8214e+06
6.485e+05,6.8213e+06
6.485e+05,6.8213e+06
6.485e+05,6.8213e+06
6.485e+05,6.8213e+06
6.485e+05,6.8213e+06
6.4851e+05,6.8213e+06
6.4851e+05,6.8213e+06
6.4851e+05,6.8213e+06
6.4851e+05,6.8213e+06
6.4851e+05,6.8213e+06
6.4851e+05,6.8213e+06
6.4851e+05,6.8213e+06
6.4851e+05,6.8213e+06
6.4851e+05,6.8213e+06
6.4851e+05,6.8213e+06
6.4851e+05,6.8213e+06
6.4852e+05,6.8212e+06
6.4852e+05,6.8213e+06
6.4852e+05,6.8213e+06
6.4852e+05,6.8213e+06
6.4852e+05,6.8213e+06
6.4852e+05,6.8213e+06
6.4852e+05,6.8213e+06
6.4852e+05,6.8213e+06
6.4852e+05,6.8213e+06
6.4852e+05,6.8213e+06
6.4852e+05,6.8213e+06
6.4852e+05,6.8213e+06
6.4852e+05,6.8213e+06
6.4852e+05,6.8213e+06
6.4852e+05,6.8213e+06
6.4852e+05,6.8213e+06
6.4853e+05,6.8213e+06
6.4853e+05,6.8213e+06
6.4853e+05,6.8213e+06
6.4853e+05,6.8213e+06
6.4853e+05,6.8213e+06
6.4853e+05,6.8213e+06
6.4853e+05,6.8213e+06
6.4853e+05,6.8213e+06
6.4853e+05,6.8213e+06
6.4853e+05,6.8213e+06
6.4853e+05,6.8213e+06
6.4854e+05,6.8213e+06
6.4854e+05,6.8213e+06
6.4854e+05,6.8213e+06
6.4855e+05,6.8213e+06
